TransactionID;StoreID;StoreLocation;CustomerID;CustomerType;ProductID;ProductName;Category;Quantity;UnitPrice;TotalAmount;PaymentMethod;SalesDate;Salesperson
T08034;S005;Midrand;C2584;Guest;P0001;Wireless Headphones;Electronics;2;899.99;1799.98;Mobile Pay;2026/03/03;Michael Williams
T08035;S005;Midrand;C0480;Guest;P0004;USB-C Charger;Electronics;5;299.99;1499.95;Mobile Pay;2026/02/15;Michael Williams
T08036;S005;Midrand;C2222;Member;P0009;Electric Kettle;Appliances;1;499.99;499.99;Bank Transfer;2026/02/27;Jessica Naidoo
T08037;S005;Midrand;C1659;Guest;P0012;Hooded Sweatshirt;Clothing;3;599.99;1799.97;Card;2026/03/21;James Botha
T08038;S005;Midrand;C0041;Guest;P0006;Coffee Maker;Appliances;1;1299.99;1299.99;Card;2026/04/12;Jessica Naidoo
T08039;S005;Midrand;C2660;Member;P0025;Novel Book;Books;3;199.99;599.97;Bank Transfer;2026/02/28;Michael Williams
T08040;S005;Midrand;C2992;Member;P0013;Running Shoes;Sportswear;4;1499.5;5998.0;Card;2026/03/18;Liam Jacobs
T08041;S005;Midrand;C2243;Member;P0019;Throw Blanket;Home & Decor;2;449.99;899.98;Cash;2026/05/04;Liam Jacobs
T08042;S005;Midrand;C2339;Guest;P0022;Cookware Set;Kitchen;2;1599.99;3199.98;Cash;2026/01/21;Sarah Mokoena
T08043;S005;Midrand;C1534;Guest;P0016;Skincare Set;Beauty;3;599.99;1799.97;Mobile Pay;2026/06/22;Liam Jacobs
T08044;S005;Midrand;C2060;Member;P0008;Blender;Appliances;5;899.99;4499.95;Bank Transfer;2026/03/04;Olivia Dlamini
T08045;S005;Midrand;C2950;Member;P0023;Dinner Plate Set;Kitchen;6;499.99;2999.94;Cash;2026/04/22;Noah Pillay
T08046;S005;Midrand;C1543;Guest;P0021;Cushion Set;Home & Decor;6;299.99;1799.94;Cash;2026/06/10;Olivia Dlamini
T08047;S005;Midrand;C1575;Member;P0007;Air Fryer;Appliances;3;1799.99;5399.97;Cash;2026/02/01;Jessica Naidoo
T08048;S005;Midrand;C1043;Guest;P0003;Smart Watch;Electronics;1;1299.99;1299.99;Card;2026/01/26;Michael Williams
T08049;S005;Midrand;C0031;Member;P0012;Hooded Sweatshirt;Clothing;5;599.99;2999.95;Card;2026/04/17;Sophie Mthembu
T08050;S005;Midrand;C1165;Member;P0014;Yoga Mat;Sportswear;2;399.99;799.98;Bank Transfer;2026/01/23;Sophie Mthembu
T08051;S005;Midrand;C1087;Guest;P0002;Bluetooth Speaker;Electronics;2;649.99;1299.98;Bank Transfer;2026/01/02;Noah Pillay
T08052;S005;Midrand;C0813;Guest;P0014;Yoga Mat;Sportswear;3;399.99;1199.97;Mobile Pay;2026/03/09;Noah Pillay
T08053;S005;Midrand;C1935;Member;P0009;Electric Kettle;Appliances;1;499.99;499.99;Mobile Pay;2026/01/03;Sarah Mokoena
T08054;S005;Midrand;C1410;Guest;P0010;Cotton T-Shirt;Clothing;1;249.99;249.99;Mobile Pay;2026/01/29;Sophie Mthembu
T08055;S005;Midrand;C0643;Member;P0020;Table Lamp;Home & Decor;5;699.99;3499.95;Mobile Pay;2026/05/19;Emma Nkosi
T08056;S005;Midrand;C0319;Guest;P0017;Face Moisturiser;Beauty;1;249.99;249.99;Cash;2026/04/15;Jessica Naidoo
T08057;S005;Midrand;C1843;Member;P0018;Perfume;Beauty;1;899.99;899.99;Bank Transfer;2026/01/15;Emma Nkosi
T08058;S005;Midrand;C2996;Member;P0003;Smart Watch;Electronics;4;1299.99;5199.96;Card;2026/03/31;Michael Williams
T08059;S005;Midrand;C0926;Member;P0009;Electric Kettle;Appliances;5;499.99;2499.95;Cash;2026/01/08;Jessica Naidoo
T08060;S005;Midrand;C1766;Guest;P0006;Coffee Maker;Appliances;3;1299.99;3899.97;Bank Transfer;2026/04/10;James Botha
T08061;S005;Midrand;C1509;Guest;P0009;Electric Kettle;Appliances;1;499.99;499.99;Card;2026/04/07;Sarah Mokoena
T08062;S005;Midrand;C0886;Guest;P0021;Cushion Set;Home & Decor;1;299.99;299.99;Mobile Pay;2026/06/26;Emma Nkosi
T08063;S005;Midrand;C2998;Guest;P0014;Yoga Mat;Sportswear;5;399.99;1999.95;Cash;2026/05/08;James Botha
T08064;S005;Midrand;C1728;Member;P0017;Face Moisturiser;Beauty;6;249.99;1499.94;Mobile Pay;2026/04/13;Jessica Naidoo
T08065;S005;Midrand;C0631;Guest;P0013;Running Shoes;Sportswear;3;1499.5;4498.5;Bank Transfer;2026/05/09;Noah Pillay
T08066;S005;Midrand;C1766;Member;P0004;USB-C Charger;Electronics;4;299.99;1199.96;Bank Transfer;2026/06/28;Liam Jacobs
T08067;S005;Midrand;C1232;Member;P0021;Cushion Set;Home & Decor;4;299.99;1199.96;Mobile Pay;2026/06/23;Liam Jacobs
T08068;S005;Midrand;C2022;Member;P0013;Running Shoes;Sportswear;5;1499.5;7497.5;Card;2026/03/02;Liam Jacobs
T08069;S005;Midrand;C2905;Member;P0002;Bluetooth Speaker;Electronics;6;649.99;3899.94;Bank Transfer;2026/03/31;Noah Pillay
T08070;S005;Midrand;C1562;Member;P0015;Sports Bottle;Sportswear;4;199.99;799.96;Card;2026/04/13;Liam Jacobs
T08071;S005;Midrand;C2619;Member;P0004;USB-C Charger;Electronics;6;299.99;1799.94;Mobile Pay;2026/02/24;Olivia Dlamini
T08072;S005;Midrand;C1213;Guest;P0018;Perfume;Beauty;6;899.99;5399.94;Bank Transfer;2026/06/27;James Botha
T08073;S005;Midrand;C1785;Member;P0011;Denim Jeans;Clothing;5;799.99;3999.95;Bank Transfer;2026/01/03;Daniel Smith
T08074;S005;Midrand;C2845;Member;P0021;Cushion Set;Home & Decor;1;299.99;299.99;Card;2026/01/03;Daniel Smith
T08075;S005;Midrand;C2839;Member;P0022;Cookware Set;Kitchen;1;1599.99;1599.99;Cash;2026/02/06;Jessica Naidoo
T08076;S005;Midrand;C2599;Guest;P0018;Perfume;Beauty;2;899.99;1799.98;Card;2026/04/05;Daniel Smith
T08077;S005;Midrand;C2206;Guest;P0003;Smart Watch;Electronics;1;1299.99;1299.99;Card;2026/01/07;Jessica Naidoo
T08078;S005;Midrand;C1371;Guest;P0003;Smart Watch;Electronics;3;1299.99;3899.97;Mobile Pay;2026/05/30;Daniel Smith
T08079;S005;Midrand;C2697;Member;P0006;Coffee Maker;Appliances;3;1299.99;3899.97;Mobile Pay;2026/03/13;Sophie Mthembu
T08080;S005;Midrand;C2511;Guest;P0012;Hooded Sweatshirt;Clothing;1;599.99;599.99;Card;2026/04/21;Liam Jacobs
T08081;S005;Midrand;C2120;Guest;P0021;Cushion Set;Home & Decor;5;299.99;1499.95;Cash;2026/03/06;James Botha
T08082;S005;Midrand;C2445;Guest;P0022;Cookware Set;Kitchen;4;1599.99;6399.96;Mobile Pay;2026/02/08;Sophie Mthembu
T08083;S005;Midrand;C1126;Member;P0007;Air Fryer;Appliances;3;1799.99;5399.97;Mobile Pay;2026/04/23;Noah Pillay
T08084;S005;Midrand;C1397;Member;P0022;Cookware Set;Kitchen;3;1599.99;4799.97;Card;2026/06/24;James Botha
T08085;S005;Midrand;C2737;Member;P0006;Coffee Maker;Appliances;5;1299.99;6499.95;Bank Transfer;2026/05/17;Daniel Smith
T08086;S005;Midrand;C0957;Member;P0021;Cushion Set;Home & Decor;1;299.99;299.99;Cash;2026/04/10;Michael Williams
T08087;S005;Midrand;C0784;Member;P0013;Running Shoes;Sportswear;1;1499.5;1499.5;Card;2026/05/31;Olivia Dlamini
T08088;S005;Midrand;C1761;Guest;P0013;Running Shoes;Sportswear;1;1499.5;1499.5;Mobile Pay;2026/05/11;Olivia Dlamini
T08089;S005;Midrand;C2429;Member;P0022;Cookware Set;Kitchen;5;1599.99;7999.95;Cash;2026/02/24;Jessica Naidoo
T08090;S005;Midrand;C1492;Guest;P0023;Dinner Plate Set;Kitchen;2;499.99;999.98;Bank Transfer;2026/04/06;Daniel Smith
T08091;S005;Midrand;C0585;Guest;P0012;Hooded Sweatshirt;Clothing;1;599.99;599.99;Mobile Pay;2026/03/25;Olivia Dlamini
T08092;S005;Midrand;C0158;Member;P0013;Running Shoes;Sportswear;4;1499.5;5998.0;Mobile Pay;2026/01/18;Daniel Smith
T08093;S005;Midrand;C1901;Member;P0006;Coffee Maker;Appliances;6;1299.99;7799.94;Mobile Pay;2026/02/21;Sarah Mokoena
T08094;S005;Midrand;C0970;Member;P0007;Air Fryer;Appliances;2;1799.99;3599.98;Card;2026/05/24;Emma Nkosi
T08095;S005;Midrand;C1977;Guest;P0003;Smart Watch;Electronics;5;1299.99;6499.95;Card;2026/05/09;Daniel Smith
T08096;S005;Midrand;C1648;Member;P0018;Perfume;Beauty;5;899.99;4499.95;Bank Transfer;2026/03/05;Daniel Smith
T08097;S005;Midrand;C0157;Guest;P0005;Laptop Backpack;Accessories;6;549.99;3299.94;Card;2026/03/11;Sophie Mthembu
T08098;S005;Midrand;C1499;Member;P0006;Coffee Maker;Appliances;3;1299.99;3899.97;Card;2026/06/27;Emma Nkosi
T08099;S005;Midrand;C0113;Member;P0003;Smart Watch;Electronics;5;1299.99;6499.95;Cash;2026/06/01;Liam Jacobs
T08100;S005;Midrand;C2352;Member;P0013;Running Shoes;Sportswear;4;1499.5;5998.0;Card;2026/03/24;Emma Nkosi
T08101;S005;Midrand;C1006;Guest;P0005;Laptop Backpack;Accessories;6;549.99;3299.94;Card;2026/04/20;Sarah Mokoena
T08102;S005;Midrand;C1814;Member;P0020;Table Lamp;Home & Decor;5;699.99;3499.95;Cash;2026/01/02;Michael Williams
T08103;S005;Midrand;C0992;Member;P0019;Throw Blanket;Home & Decor;6;449.99;2699.94;Mobile Pay;2026/06/19;Emma Nkosi
T08104;S005;Midrand;C0826;Member;P0018;Perfume;Beauty;6;899.99;5399.94;Cash;2026/03/31;Emma Nkosi
T08105;S005;Midrand;C0477;Guest;P0002;Bluetooth Speaker;Electronics;4;649.99;2599.96;Card;2026/05/31;Liam Jacobs
T08106;S005;Midrand;C0326;Guest;P0010;Cotton T-Shirt;Clothing;4;249.99;999.96;Bank Transfer;2026/01/31;Sarah Mokoena
T08107;S005;Midrand;C0263;Member;P0022;Cookware Set;Kitchen;4;1599.99;6399.96;Cash;2026/03/10;Noah Pillay
T08108;S005;Midrand;C1146;Guest;P0004;USB-C Charger;Electronics;5;299.99;1499.95;Card;2026/01/17;Jessica Naidoo
T08109;S005;Midrand;C0681;Member;P0022;Cookware Set;Kitchen;3;1599.99;4799.97;Mobile Pay;2026/03/13;Olivia Dlamini
T08110;S005;Midrand;C0773;Guest;P0001;Wireless Headphones;Electronics;1;899.99;899.99;Cash;2026/04/20;Liam Jacobs
T08111;S005;Midrand;C0063;Member;P0007;Air Fryer;Appliances;4;1799.99;7199.96;Cash;2026/05/12;Liam Jacobs
T08112;S005;Midrand;C2829;Member;P0025;Novel Book;Books;3;199.99;599.97;Bank Transfer;2026/04/27;Michael Williams
T08113;S005;Midrand;C1344;Member;P0013;Running Shoes;Sportswear;4;1499.5;5998.0;Cash;2026/04/26;Daniel Smith
T08114;S005;Midrand;C2396;Member;P0020;Table Lamp;Home & Decor;3;699.99;2099.97;Mobile Pay;2026/01/15;Daniel Smith
T08115;S005;Midrand;C2107;Guest;P0003;Smart Watch;Electronics;2;1299.99;2599.98;Bank Transfer;2026/05/17;Sarah Mokoena
T08116;S005;Midrand;C2408;Member;P0004;USB-C Charger;Electronics;4;299.99;1199.96;Card;2026/05/05;Daniel Smith
T08117;S005;Midrand;C1224;Guest;P0006;Coffee Maker;Appliances;4;1299.99;5199.96;Cash;2026/03/14;Liam Jacobs
T08118;S005;Midrand;C0299;Guest;P0020;Table Lamp;Home & Decor;2;699.99;1399.98;Cash;2026/06/05;Michael Williams
T08119;S005;Midrand;C0545;Member;P0024;Storage Container Set;Kitchen;1;349.99;349.99;Card;2026/01/18;Sophie Mthembu
T08120;S005;Midrand;C1588;Member;P0015;Sports Bottle;Sportswear;5;199.99;999.95;Card;2026/04/02;James Botha
T08121;S005;Midrand;C0276;Guest;P0015;Sports Bottle;Sportswear;3;199.99;599.97;Mobile Pay;2026/05/10;Sarah Mokoena
T08122;S005;Midrand;C1396;Member;P0008;Blender;Appliances;2;899.99;1799.98;Mobile Pay;2026/04/23;Sarah Mokoena
T08123;S005;Midrand;C0485;Member;P0022;Cookware Set;Kitchen;5;1599.99;7999.95;Bank Transfer;2026/04/24;Emma Nkosi
T08124;S005;Midrand;C0386;Guest;P0002;Bluetooth Speaker;Electronics;6;649.99;3899.94;Mobile Pay;2026/02/13;Olivia Dlamini
T08125;S005;Midrand;C2233;Guest;P0003;Smart Watch;Electronics;5;1299.99;6499.95;Card;2026/04/05;Michael Williams
T08126;S005;Midrand;C2963;Member;P0023;Dinner Plate Set;Kitchen;3;499.99;1499.97;Mobile Pay;2026/02/15;Olivia Dlamini
T08127;S005;Midrand;C0294;Member;P0011;Denim Jeans;Clothing;6;799.99;4799.94;Cash;2026/01/26;Daniel Smith
T08128;S005;Midrand;C0523;Guest;P0012;Hooded Sweatshirt;Clothing;6;599.99;3599.94;Mobile Pay;2026/01/22;James Botha
T08129;S005;Midrand;C1494;Guest;P0024;Storage Container Set;Kitchen;4;349.99;1399.96;Mobile Pay;2026/03/15;Sarah Mokoena
T08130;S005;Midrand;C2653;Member;P0011;Denim Jeans;Clothing;1;799.99;799.99;Mobile Pay;2026/04/10;Jessica Naidoo
T08131;S005;Midrand;C2911;Member;P0014;Yoga Mat;Sportswear;6;399.99;2399.94;Card;2026/02/14;Daniel Smith
T08132;S005;Midrand;C1767;Guest;P0016;Skincare Set;Beauty;2;599.99;1199.98;Bank Transfer;2026/03/12;Olivia Dlamini
T08133;S005;Midrand;C0958;Guest;P0022;Cookware Set;Kitchen;5;1599.99;7999.95;Cash;2026/04/21;Liam Jacobs
T08134;S005;Midrand;C1015;Member;P0008;Blender;Appliances;1;899.99;899.99;Bank Transfer;2026/06/05;Michael Williams
T08135;S005;Midrand;C2737;Guest;P0023;Dinner Plate Set;Kitchen;2;499.99;999.98;Bank Transfer;2026/02/26;Sophie Mthembu
T08136;S005;Midrand;C0093;Guest;P0009;Electric Kettle;Appliances;6;499.99;2999.94;Card;2026/03/11;Emma Nkosi
T08137;S005;Midrand;C1075;Member;P0003;Smart Watch;Electronics;2;1299.99;2599.98;Mobile Pay;2026/03/04;Emma Nkosi
T08138;S005;Midrand;C0292;Member;P0017;Face Moisturiser;Beauty;2;249.99;499.98;Cash;2026/02/23;Michael Williams
T08139;S005;Midrand;C2904;Guest;P0011;Denim Jeans;Clothing;2;799.99;1599.98;Mobile Pay;2026/06/10;Jessica Naidoo
T08140;S005;Midrand;C0254;Member;P0023;Dinner Plate Set;Kitchen;5;499.99;2499.95;Cash;2026/06/12;Emma Nkosi
T08141;S005;Midrand;C0929;Member;P0002;Bluetooth Speaker;Electronics;2;649.99;1299.98;Cash;2026/02/27;Jessica Naidoo
T08142;S005;Midrand;C2792;Guest;P0018;Perfume;Beauty;1;899.99;899.99;Cash;2026/01/24;Daniel Smith
T08143;S005;Midrand;C1294;Guest;P0020;Table Lamp;Home & Decor;1;699.99;699.99;Cash;2026/04/07;Michael Williams
T08144;S005;Midrand;C2579;Guest;P0015;Sports Bottle;Sportswear;1;199.99;199.99;Cash;2026/04/24;Sophie Mthembu
T08145;S005;Midrand;C1230;Guest;P0020;Table Lamp;Home & Decor;2;699.99;1399.98;Cash;2026/01/27;Daniel Smith
T08146;S005;Midrand;C1563;Member;P0011;Denim Jeans;Clothing;1;799.99;799.99;Mobile Pay;2026/02/23;Jessica Naidoo
T08147;S005;Midrand;C2625;Member;P0007;Air Fryer;Appliances;5;1799.99;8999.95;Bank Transfer;2026/04/17;Sarah Mokoena
T08148;S005;Midrand;C0235;Member;P0024;Storage Container Set;Kitchen;6;349.99;2099.94;Cash;2026/04/10;James Botha
T08149;S005;Midrand;C2016;Member;P0019;Throw Blanket;Home & Decor;3;449.99;1349.97;Mobile Pay;2026/05/12;Emma Nkosi
T08150;S005;Midrand;C1982;Member;P0018;Perfume;Beauty;1;899.99;899.99;Card;2026/04/06;Olivia Dlamini
T08151;S005;Midrand;C2028;Guest;P0012;Hooded Sweatshirt;Clothing;2;599.99;1199.98;Mobile Pay;2026/01/24;James Botha
T08152;S005;Midrand;C1625;Guest;P0001;Wireless Headphones;Electronics;1;899.99;899.99;Cash;2026/06/18;Emma Nkosi
T08153;S005;Midrand;C1992;Guest;P0025;Novel Book;Books;5;199.99;999.95;Card;2026/03/10;Emma Nkosi
T08154;S005;Midrand;C2335;Member;P0016;Skincare Set;Beauty;1;599.99;599.99;Card;2026/03/13;Sarah Mokoena
T08155;S005;Midrand;C2533;Member;P0009;Electric Kettle;Appliances;1;499.99;499.99;Cash;2026/02/06;Sarah Mokoena
T08156;S005;Midrand;C1016;Guest;P0006;Coffee Maker;Appliances;2;1299.99;2599.98;Mobile Pay;2026/01/03;Jessica Naidoo
T08157;S005;Midrand;C0779;Guest;P0010;Cotton T-Shirt;Clothing;5;249.99;1249.95;Card;2026/01/30;Liam Jacobs
T08158;S005;Midrand;C0490;Guest;P0004;USB-C Charger;Electronics;2;299.99;599.98;Card;2026/04/12;Jessica Naidoo
T08159;S005;Midrand;C1269;Guest;P0022;Cookware Set;Kitchen;6;1599.99;9599.94;Cash;2026/04/29;Michael Williams
T08160;S005;Midrand;C2978;Guest;P0007;Air Fryer;Appliances;3;1799.99;5399.97;Card;2026/06/13;Michael Williams
T08161;S005;Midrand;C1509;Member;P0013;Running Shoes;Sportswear;2;1499.5;2999.0;Card;2026/06/14;Olivia Dlamini
T08162;S005;Midrand;C2355;Guest;P0019;Throw Blanket;Home & Decor;6;449.99;2699.94;Mobile Pay;2026/03/11;Michael Williams
T08163;S005;Midrand;C0904;Member;P0024;Storage Container Set;Kitchen;1;349.99;349.99;Mobile Pay;2026/02/21;Emma Nkosi
T08164;S005;Midrand;C0652;Member;P0008;Blender;Appliances;1;899.99;899.99;Card;2026/01/17;Olivia Dlamini
T08165;S005;Midrand;C2132;Guest;P0015;Sports Bottle;Sportswear;6;199.99;1199.94;Cash;2026/03/22;Sophie Mthembu
T08166;S005;Midrand;C1081;Member;P0004;USB-C Charger;Electronics;6;299.99;1799.94;Cash;2026/05/23;Sarah Mokoena
T08167;S005;Midrand;C0581;Member;P0013;Running Shoes;Sportswear;1;1499.5;1499.5;Cash;2026/05/10;Noah Pillay
T08168;S005;Midrand;C0849;Guest;P0025;Novel Book;Books;5;199.99;999.95;Mobile Pay;2026/04/06;James Botha
T08169;S005;Midrand;C1046;Member;P0003;Smart Watch;Electronics;1;1299.99;1299.99;Card;2026/06/17;Sarah Mokoena
T08170;S005;Midrand;C1864;Member;P0022;Cookware Set;Kitchen;4;1599.99;6399.96;Card;2026/01/29;Noah Pillay
T08171;S005;Midrand;C0377;Member;P0024;Storage Container Set;Kitchen;4;349.99;1399.96;Bank Transfer;2026/05/19;Liam Jacobs
T08172;S005;Midrand;C2340;Member;P0004;USB-C Charger;Electronics;5;299.99;1499.95;Cash;2026/03/04;Michael Williams
T08173;S005;Midrand;C1241;Member;P0013;Running Shoes;Sportswear;5;1499.5;7497.5;Bank Transfer;2026/02/17;Daniel Smith
T08174;S005;Midrand;C0827;Member;P0002;Bluetooth Speaker;Electronics;4;649.99;2599.96;Card;2026/05/20;Michael Williams
T08175;S005;Midrand;C2070;Guest;P0019;Throw Blanket;Home & Decor;2;449.99;899.98;Bank Transfer;2026/06/12;Emma Nkosi
T08176;S005;Midrand;C0873;Member;P0010;Cotton T-Shirt;Clothing;2;249.99;499.98;Cash;2026/03/18;Sarah Mokoena
T08177;S005;Midrand;C2483;Member;P0010;Cotton T-Shirt;Clothing;2;249.99;499.98;Card;2026/02/18;James Botha
T08178;S005;Midrand;C1027;Member;P0001;Wireless Headphones;Electronics;6;899.99;5399.94;Bank Transfer;2026/05/07;Daniel Smith
T08179;S005;Midrand;C0823;Guest;P0023;Dinner Plate Set;Kitchen;2;499.99;999.98;Cash;2026/01/11;Noah Pillay
T08180;S005;Midrand;C0794;Member;P0015;Sports Bottle;Sportswear;1;199.99;199.99;Card;2026/06/24;Sarah Mokoena
T08181;S005;Midrand;C1750;Guest;P0001;Wireless Headphones;Electronics;6;899.99;5399.94;Mobile Pay;2026/04/16;Sophie Mthembu
T08182;S005;Midrand;C1540;Member;P0005;Laptop Backpack;Accessories;4;549.99;2199.96;Mobile Pay;2026/01/20;Liam Jacobs
T08183;S005;Midrand;C1359;Member;P0002;Bluetooth Speaker;Electronics;4;649.99;2599.96;Bank Transfer;2026/04/04;Emma Nkosi
T08184;S005;Midrand;C1230;Guest;P0005;Laptop Backpack;Accessories;6;549.99;3299.94;Cash;2026/02/12;Jessica Naidoo
T08185;S005;Midrand;C0792;Member;P0005;Laptop Backpack;Accessories;3;549.99;1649.97;Card;2026/02/27;Daniel Smith
T08186;S005;Midrand;C1712;Member;P0025;Novel Book;Books;1;199.99;199.99;Cash;2026/05/18;Sarah Mokoena
T08187;S005;Midrand;C0222;Member;P0013;Running Shoes;Sportswear;1;1499.5;1499.5;Bank Transfer;2026/01/06;Jessica Naidoo
T08188;S005;Midrand;C1581;Guest;P0018;Perfume;Beauty;2;899.99;1799.98;Card;2026/03/02;Daniel Smith
T08189;S005;Midrand;C1792;Guest;P0010;Cotton T-Shirt;Clothing;5;249.99;1249.95;Cash;2026/04/19;Liam Jacobs
T08190;S005;Midrand;C0490;Member;P0006;Coffee Maker;Appliances;3;1299.99;3899.97;Mobile Pay;2026/01/08;Michael Williams
T08191;S005;Midrand;C1073;Guest;P0008;Blender;Appliances;4;899.99;3599.96;Card;2026/03/20;Emma Nkosi
T08192;S005;Midrand;C0928;Member;P0007;Air Fryer;Appliances;6;1799.99;10799.94;Bank Transfer;2026/01/18;James Botha
T08193;S005;Midrand;C1002;Member;P0004;USB-C Charger;Electronics;1;299.99;299.99;Card;2026/05/28;James Botha
T08194;S005;Midrand;C2186;Member;P0012;Hooded Sweatshirt;Clothing;1;599.99;599.99;Mobile Pay;2026/02/20;Sarah Mokoena
T08195;S005;Midrand;C0176;Member;P0014;Yoga Mat;Sportswear;4;399.99;1599.96;Mobile Pay;2026/03/08;Jessica Naidoo
T08196;S005;Midrand;C0566;Guest;P0011;Denim Jeans;Clothing;3;799.99;2399.97;Mobile Pay;2026/02/01;Noah Pillay
T08197;S005;Midrand;C2201;Member;P0023;Dinner Plate Set;Kitchen;2;499.99;999.98;Bank Transfer;2026/06/18;Daniel Smith
T08198;S005;Midrand;C0172;Member;P0024;Storage Container Set;Kitchen;3;349.99;1049.97;Card;2026/02/21;Liam Jacobs
T08199;S005;Midrand;C0906;Member;P0018;Perfume;Beauty;3;899.99;2699.97;Card;2026/05/12;Olivia Dlamini
T08200;S005;Midrand;C1284;Member;P0024;Storage Container Set;Kitchen;4;349.99;1399.96;Card;2026/01/08;Emma Nkosi
