TransactionID;StoreID;StoreLocation;CustomerID;CustomerType;ProductID;ProductName;Category;Quantity;UnitPrice;TotalAmount;PaymentMethod;SalesDate;Salesperson
T04090;S003;Rosebank;C2299;Member;P0003;Smart Watch;Electronics;4;1299.99;5199.96;Mobile Pay;2026/03/27;Sophie Mthembu
T04091;S003;Rosebank;C1798;Member;P0006;Coffee Maker;Appliances;4;1299.99;5199.96;Card;2026/03/27;Daniel Smith
T04092;S003;Rosebank;C2727;Guest;P0024;Storage Container Set;Kitchen;6;349.99;2099.94;Cash;2026/03/13;Olivia Dlamini
T04093;S003;Rosebank;C1675;Member;P0005;Laptop Backpack;Accessories;3;549.99;1649.97;Bank Transfer;2026/05/03;Olivia Dlamini
T04094;S003;Rosebank;C1367;Guest;P0010;Cotton T-Shirt;Clothing;1;249.99;249.99;Mobile Pay;2026/05/26;Daniel Smith
T04095;S003;Rosebank;C1805;Member;P0007;Air Fryer;Appliances;6;1799.99;10799.94;Mobile Pay;2026/04/13;Olivia Dlamini
T04096;S003;Rosebank;C1608;Member;P0014;Yoga Mat;Sportswear;3;399.99;1199.97;Card;2026/05/20;Liam Jacobs
T04097;S003;Rosebank;C1712;Guest;P0019;Throw Blanket;Home & Decor;6;449.99;2699.94;Cash;2026/01/25;Noah Pillay
T04098;S003;Rosebank;C0772;Member;P0018;Perfume;Beauty;2;899.99;1799.98;Bank Transfer;2026/04/17;Daniel Smith
T04099;S003;Rosebank;C1381;Member;P0015;Sports Bottle;Sportswear;1;199.99;199.99;Bank Transfer;2026/03/23;Liam Jacobs
T04100;S003;Rosebank;C2595;Member;P0021;Cushion Set;Home & Decor;2;299.99;599.98;Cash;2026/01/31;Michael Williams
T04101;S003;Rosebank;C0883;Guest;P0011;Denim Jeans;Clothing;1;799.99;799.99;Mobile Pay;2026/01/28;James Botha
T04102;S003;Rosebank;C2152;Guest;P0022;Cookware Set;Kitchen;3;1599.99;4799.97;Card;2026/03/26;Michael Williams
T04103;S003;Rosebank;C2689;Member;P0022;Cookware Set;Kitchen;1;1599.99;1599.99;Mobile Pay;2026/01/31;Olivia Dlamini
T04104;S003;Rosebank;C0883;Member;P0021;Cushion Set;Home & Decor;2;299.99;599.98;Bank Transfer;2026/02/22;Michael Williams
T04105;S003;Rosebank;C2554;Member;P0002;Bluetooth Speaker;Electronics;3;649.99;1949.97;Mobile Pay;2026/04/16;Daniel Smith
T04106;S003;Rosebank;C0711;Member;P0017;Face Moisturiser;Beauty;3;249.99;749.97;Card;2026/03/01;Michael Williams
T04107;S003;Rosebank;C0780;Guest;P0010;Cotton T-Shirt;Clothing;1;249.99;249.99;Cash;2026/02/10;Jessica Naidoo
T04108;S003;Rosebank;C0833;Guest;P0002;Bluetooth Speaker;Electronics;1;649.99;649.99;Mobile Pay;2026/05/01;Emma Nkosi
T04109;S003;Rosebank;C2110;Member;P0001;Wireless Headphones;Electronics;2;899.99;1799.98;Mobile Pay;2026/01/23;Olivia Dlamini
T04110;S003;Rosebank;C1058;Member;P0013;Running Shoes;Sportswear;4;1499.5;5998.0;Card;2026/06/07;Jessica Naidoo
T04111;S003;Rosebank;C1296;Member;P0011;Denim Jeans;Clothing;3;799.99;2399.97;Cash;2026/02/02;Emma Nkosi
T04112;S003;Rosebank;C2428;Member;P0023;Dinner Plate Set;Kitchen;1;499.99;499.99;Bank Transfer;2026/01/04;Sophie Mthembu
T04113;S003;Rosebank;C2315;Guest;P0023;Dinner Plate Set;Kitchen;2;499.99;999.98;Bank Transfer;2026/06/18;Sarah Mokoena
T04114;S003;Rosebank;C0824;Member;P0007;Air Fryer;Appliances;2;1799.99;3599.98;Card;2026/05/10;Olivia Dlamini
T04115;S003;Rosebank;C1036;Member;P0020;Table Lamp;Home & Decor;5;699.99;3499.95;Cash;2026/05/07;Sarah Mokoena
T04116;S003;Rosebank;C1679;Member;P0003;Smart Watch;Electronics;5;1299.99;6499.95;Bank Transfer;2026/05/11;Noah Pillay
T04117;S003;Rosebank;C0558;Guest;P0009;Electric Kettle;Appliances;6;499.99;2999.94;Bank Transfer;2026/04/09;Emma Nkosi
T04118;S003;Rosebank;C0524;Guest;P0007;Air Fryer;Appliances;2;1799.99;3599.98;Mobile Pay;2026/01/17;Daniel Smith
T04119;S003;Rosebank;C1092;Member;P0017;Face Moisturiser;Beauty;2;249.99;499.98;Bank Transfer;2026/06/29;Sophie Mthembu
T04120;S003;Rosebank;C0349;Guest;P0004;USB-C Charger;Electronics;3;299.99;899.97;Cash;2026/03/09;Daniel Smith
T04121;S003;Rosebank;C1523;Member;P0023;Dinner Plate Set;Kitchen;5;499.99;2499.95;Card;2026/04/25;Olivia Dlamini
T04122;S003;Rosebank;C2185;Member;P0004;USB-C Charger;Electronics;5;299.99;1499.95;Card;2026/03/19;Sophie Mthembu
T04123;S003;Rosebank;C2029;Guest;P0006;Coffee Maker;Appliances;2;1299.99;2599.98;Mobile Pay;2026/06/16;Sarah Mokoena
T04124;S003;Rosebank;C2394;Member;P0014;Yoga Mat;Sportswear;5;399.99;1999.95;Bank Transfer;2026/05/31;Liam Jacobs
T04125;S003;Rosebank;C2504;Guest;P0004;USB-C Charger;Electronics;3;299.99;899.97;Bank Transfer;2026/03/22;Noah Pillay
T04126;S003;Rosebank;C1027;Member;P0023;Dinner Plate Set;Kitchen;4;499.99;1999.96;Bank Transfer;2026/04/10;Olivia Dlamini
T04127;S003;Rosebank;C1062;Member;P0020;Table Lamp;Home & Decor;4;699.99;2799.96;Bank Transfer;2026/03/05;Michael Williams
T04128;S003;Rosebank;C1163;Member;P0024;Storage Container Set;Kitchen;3;349.99;1049.97;Cash;2026/02/17;Liam Jacobs
T04129;S003;Rosebank;C1599;Member;P0004;USB-C Charger;Electronics;6;299.99;1799.94;Card;2026/01/08;Sarah Mokoena
T04130;S003;Rosebank;C2581;Guest;P0011;Denim Jeans;Clothing;3;799.99;2399.97;Card;2026/04/25;Liam Jacobs
T04131;S003;Rosebank;C2118;Guest;P0009;Electric Kettle;Appliances;2;499.99;999.98;Cash;2026/05/05;Olivia Dlamini
T04132;S003;Rosebank;C2817;Member;P0015;Sports Bottle;Sportswear;4;199.99;799.96;Mobile Pay;2026/03/27;Jessica Naidoo
T04133;S003;Rosebank;C0274;Member;P0020;Table Lamp;Home & Decor;4;699.99;2799.96;Mobile Pay;2026/02/08;Emma Nkosi
T04134;S003;Rosebank;C2545;Member;P0022;Cookware Set;Kitchen;1;1599.99;1599.99;Cash;2026/03/25;Olivia Dlamini
T04135;S003;Rosebank;C1600;Member;P0015;Sports Bottle;Sportswear;1;199.99;199.99;Mobile Pay;2026/01/29;Sophie Mthembu
T04136;S003;Rosebank;C2227;Guest;P0004;USB-C Charger;Electronics;6;299.99;1799.94;Card;2026/06/30;Noah Pillay
T04137;S003;Rosebank;C0040;Member;P0004;USB-C Charger;Electronics;4;299.99;1199.96;Card;2026/02/28;Liam Jacobs
T04138;S003;Rosebank;C1568;Member;P0017;Face Moisturiser;Beauty;2;249.99;499.98;Bank Transfer;2026/04/28;Sophie Mthembu
T04139;S003;Rosebank;C0769;Member;P0018;Perfume;Beauty;6;899.99;5399.94;Bank Transfer;2026/06/13;Daniel Smith
T04140;S003;Rosebank;C0225;Member;P0002;Bluetooth Speaker;Electronics;5;649.99;3249.95;Card;2026/04/01;Sarah Mokoena
T04141;S003;Rosebank;C1356;Member;P0013;Running Shoes;Sportswear;3;1499.5;4498.5;Mobile Pay;2026/02/07;James Botha
T04142;S003;Rosebank;C0407;Member;P0019;Throw Blanket;Home & Decor;4;449.99;1799.96;Mobile Pay;2026/03/27;Daniel Smith
T04143;S003;Rosebank;C2885;Member;P0019;Throw Blanket;Home & Decor;6;449.99;2699.94;Cash;2026/02/22;Noah Pillay
T04144;S003;Rosebank;C2822;Member;P0010;Cotton T-Shirt;Clothing;5;249.99;1249.95;Card;2026/01/13;Daniel Smith
T04145;S003;Rosebank;C0407;Guest;P0009;Electric Kettle;Appliances;6;499.99;2999.94;Bank Transfer;2026/05/24;James Botha
T04146;S003;Rosebank;C1121;Member;P0012;Hooded Sweatshirt;Clothing;1;599.99;599.99;Card;2026/01/22;Jessica Naidoo
T04147;S003;Rosebank;C0351;Member;P0007;Air Fryer;Appliances;6;1799.99;10799.94;Card;2026/01/18;Olivia Dlamini
T04148;S003;Rosebank;C1482;Member;P0017;Face Moisturiser;Beauty;4;249.99;999.96;Bank Transfer;2026/05/27;Michael Williams
T04149;S003;Rosebank;C1333;Member;P0021;Cushion Set;Home & Decor;4;299.99;1199.96;Card;2026/06/18;James Botha
T04150;S003;Rosebank;C1373;Guest;P0023;Dinner Plate Set;Kitchen;5;499.99;2499.95;Cash;2026/06/21;Noah Pillay
T04151;S003;Rosebank;C0615;Member;P0012;Hooded Sweatshirt;Clothing;1;599.99;599.99;Cash;2026/01/17;Emma Nkosi
T04152;S003;Rosebank;C1530;Guest;P0014;Yoga Mat;Sportswear;2;399.99;799.98;Card;2026/03/06;Daniel Smith
T04153;S003;Rosebank;C1580;Guest;P0003;Smart Watch;Electronics;1;1299.99;1299.99;Mobile Pay;2026/06/01;Emma Nkosi
T04154;S003;Rosebank;C1111;Member;P0004;USB-C Charger;Electronics;6;299.99;1799.94;Bank Transfer;2026/06/02;Liam Jacobs
T04155;S003;Rosebank;C0117;Guest;P0009;Electric Kettle;Appliances;3;499.99;1499.97;Bank Transfer;2026/06/21;Emma Nkosi
T04156;S003;Rosebank;C0050;Guest;P0011;Denim Jeans;Clothing;1;799.99;799.99;Card;2026/04/11;Michael Williams
T04157;S003;Rosebank;C1356;Member;P0002;Bluetooth Speaker;Electronics;5;649.99;3249.95;Cash;2026/02/24;Sarah Mokoena
T04158;S003;Rosebank;C0702;Guest;P0012;Hooded Sweatshirt;Clothing;3;599.99;1799.97;Card;2026/04/19;Sophie Mthembu
T04159;S003;Rosebank;C0262;Guest;P0003;Smart Watch;Electronics;3;1299.99;3899.97;Mobile Pay;2026/05/25;Liam Jacobs
T04160;S003;Rosebank;C0515;Member;P0020;Table Lamp;Home & Decor;5;699.99;3499.95;Card;2026/02/03;Noah Pillay
T04161;S003;Rosebank;C2486;Member;P0017;Face Moisturiser;Beauty;3;249.99;749.97;Mobile Pay;2026/03/26;Jessica Naidoo
T04162;S003;Rosebank;C2091;Member;P0016;Skincare Set;Beauty;1;599.99;599.99;Mobile Pay;2026/03/19;Michael Williams
T04163;S003;Rosebank;C1502;Guest;P0022;Cookware Set;Kitchen;4;1599.99;6399.96;Bank Transfer;2026/04/29;Liam Jacobs
T04164;S003;Rosebank;C2591;Guest;P0009;Electric Kettle;Appliances;4;499.99;1999.96;Cash;2026/02/10;Sarah Mokoena
T04165;S003;Rosebank;C1390;Member;P0005;Laptop Backpack;Accessories;6;549.99;3299.94;Cash;2026/02/20;Olivia Dlamini
T04166;S003;Rosebank;C0530;Guest;P0011;Denim Jeans;Clothing;1;799.99;799.99;Bank Transfer;2026/05/22;Sophie Mthembu
T04167;S003;Rosebank;C0983;Member;P0023;Dinner Plate Set;Kitchen;3;499.99;1499.97;Card;2026/06/19;Sarah Mokoena
T04168;S003;Rosebank;C0752;Member;P0023;Dinner Plate Set;Kitchen;1;499.99;499.99;Mobile Pay;2026/05/17;Michael Williams
T04169;S003;Rosebank;C1082;Member;P0024;Storage Container Set;Kitchen;5;349.99;1749.95;Mobile Pay;2026/02/13;Noah Pillay
T04170;S003;Rosebank;C0710;Member;P0008;Blender;Appliances;2;899.99;1799.98;Bank Transfer;2026/03/15;Liam Jacobs
T04171;S003;Rosebank;C2471;Member;P0025;Novel Book;Books;1;199.99;199.99;Cash;2026/04/09;Michael Williams
T04172;S003;Rosebank;C0411;Member;P0016;Skincare Set;Beauty;2;599.99;1199.98;Cash;2026/01/10;Liam Jacobs
T04173;S003;Rosebank;C1893;Member;P0005;Laptop Backpack;Accessories;2;549.99;1099.98;Cash;2026/06/27;Sophie Mthembu
T04174;S003;Rosebank;C2472;Guest;P0021;Cushion Set;Home & Decor;1;299.99;299.99;Mobile Pay;2026/02/09;Michael Williams
T04175;S003;Rosebank;C0305;Guest;P0005;Laptop Backpack;Accessories;6;549.99;3299.94;Bank Transfer;2026/02/04;Noah Pillay
T04176;S003;Rosebank;C2048;Member;P0023;Dinner Plate Set;Kitchen;4;499.99;1999.96;Card;2026/06/16;Michael Williams
T04177;S003;Rosebank;C1233;Member;P0016;Skincare Set;Beauty;4;599.99;2399.96;Card;2026/05/16;James Botha
T04178;S003;Rosebank;C2750;Guest;P0001;Wireless Headphones;Electronics;1;899.99;899.99;Card;2026/05/18;Michael Williams
T04179;S003;Rosebank;C2354;Member;P0009;Electric Kettle;Appliances;1;499.99;499.99;Bank Transfer;2026/01/30;Olivia Dlamini
T04180;S003;Rosebank;C2434;Guest;P0007;Air Fryer;Appliances;5;1799.99;8999.95;Card;2026/01/26;Olivia Dlamini
T04181;S003;Rosebank;C2169;Member;P0019;Throw Blanket;Home & Decor;5;449.99;2249.95;Card;2026/05/02;Sophie Mthembu
T04182;S003;Rosebank;C1956;Guest;P0023;Dinner Plate Set;Kitchen;2;499.99;999.98;Cash;2026/01/03;James Botha
T04183;S003;Rosebank;C2513;Guest;P0009;Electric Kettle;Appliances;4;499.99;1999.96;Bank Transfer;2026/06/08;James Botha
T04184;S003;Rosebank;C1555;Member;P0008;Blender;Appliances;1;899.99;899.99;Bank Transfer;2026/01/20;Sophie Mthembu
T04185;S003;Rosebank;C2372;Guest;P0001;Wireless Headphones;Electronics;5;899.99;4499.95;Card;2026/03/27;Emma Nkosi
T04186;S003;Rosebank;C0664;Member;P0009;Electric Kettle;Appliances;6;499.99;2999.94;Bank Transfer;2026/01/05;Jessica Naidoo
T04187;S003;Rosebank;C0007;Member;P0003;Smart Watch;Electronics;5;1299.99;6499.95;Mobile Pay;2026/05/03;Daniel Smith
T04188;S003;Rosebank;C0550;Guest;P0001;Wireless Headphones;Electronics;5;899.99;4499.95;Mobile Pay;2026/03/06;Noah Pillay
T04189;S003;Rosebank;C0328;Guest;P0003;Smart Watch;Electronics;5;1299.99;6499.95;Card;2026/06/28;Noah Pillay
T04190;S003;Rosebank;C0326;Member;P0001;Wireless Headphones;Electronics;4;899.99;3599.96;Mobile Pay;2026/06/01;Sophie Mthembu
T04191;S003;Rosebank;C2277;Member;P0013;Running Shoes;Sportswear;1;1499.5;1499.5;Bank Transfer;2026/02/23;James Botha
T04192;S003;Rosebank;C0971;Guest;P0019;Throw Blanket;Home & Decor;3;449.99;1349.97;Bank Transfer;2026/06/02;Sophie Mthembu
T04193;S003;Rosebank;C0966;Member;P0009;Electric Kettle;Appliances;2;499.99;999.98;Card;2026/02/27;Michael Williams
T04194;S003;Rosebank;C0466;Member;P0008;Blender;Appliances;5;899.99;4499.95;Mobile Pay;2026/01/12;Sophie Mthembu
T04195;S003;Rosebank;C0446;Member;P0025;Novel Book;Books;4;199.99;799.96;Bank Transfer;2026/03/15;Emma Nkosi
T04196;S003;Rosebank;C2228;Member;P0013;Running Shoes;Sportswear;4;1499.5;5998.0;Card;2026/02/13;Daniel Smith
